id,BidPrice,AcceptedBid,ExpectedRevenue,ExpectedConversion
59111348,35,1,361.99,0.386
59111402,35,0,214.88,0.233
59111471,35,1,270.77,0.505
59111491,,0,84.48,0.249
59111503,,0,28,0.234
59111556,,0,35.6,0.235
59111557,,0,-34.88,0.186
59111576,,0,29.52,0.42
59111572,35,1,221.28,0.527
59111633,75,1,662.31,0.261
59111685,,0,54.56,0.377
59111729,35,0,144.88,0.264
59111838,,0,-77.28,0.642
59111840,35,0,177.52,0.31
59111892,,0,-47.84,0.332
59111931,35,0,269.17,0.52
59111967,,0,-86.88,0.382
59111988,,0,-81.92,0.337
59111993,35,1,265.12,0.384
59112015,35,0,130,0.518
59112073,35,1,117.12,0.304
59112165,,0,-90.16,0.443
59112308,75,1,704.56,0.186
59112325,,0,-87.12,0.534
59112406,75,1,429.26,0.343
59112430,,0,-41.44,0.213
59112488,,0,-32.56,0.356
59112506,75,1,433.78,0.377
59112516,,0,107.84,0.237
59112524,,0,-94.96,0.469
59112534,,0,-80.88,0.283
59112556,,0,-86.56,0.111
59112573,75,0,434.26,0.346
59112587,,0,-2.56,0.281
59112623,50,0,392.23,0.311
59112673,,0,-80.64,0.281
59112681,35,1,317.45,0.194
59112702,,0,-114.64,0.429
59112703,,0,-121.36,0.331
59112708,,0,15.76,0.149
59112709,,0,-110.48,0.391
59112715,35,1,257.12,0.263
59112735,,0,39.84,0.56
59112768,35,1,50.24,0.613
59112812,,0,-67.04,0.236
59112873,75,1,545.1,0.517
59112887,,0,42,0.491
59112928,,0,-102.32,0.416
59112984,35,0,217.76,0.546
59113045,35,1,228,0.384
59113062,,0,-9.04,0.3
59113110,,0,-72,0.282
59113106,35,1,174.16,0.291
59113130,,0,107.12,0.214
59113195,35,1,100.96,0.361
59113213,,0,-114.8,0.305
59113281,,0,25.52,0.71
59113324,,0,82.48,0.331
59113353,35,1,358.98,0.304
59113376,35,1,289.45,0.157
59113392,,0,-66.48,0.306
59113410,,0,-118.32,0.234
59113440,,0,71.92,0.345
59113473,35,0,242.4,0.238
59113515,,0,-109.36,0.41
59113524,75,1,632.5,0.178
59113574,35,0,90.16,0.408
59113611,75,1,482.15,0.315
59113650,,0,-60.8,0.262
59113666,35,1,148.88,0.261
59113742,75,1,816.13,0.051
59113801,3,0,327.98,0.203
59113840,,0,-76,0.326
59113872,,0,-90.24,0.39
59113882,,0,-107.68,0.463
59113891,,0,-8,0.264
59113889,35,1,373.41,0.252
59113906,,0,-32.16,0.546
59113951,75,1,645.76,0.477
59114009,,0,7.6,0.15
59114016,,0,13.52,0.234
59114200,,0,54.48,0.071
59114210,,0,-1.6,0.341
59114265,,0,38.24,0.341
59114270,,0,-76.16,0.513
59114402,,0,129.28,0.16
59114420,,0,2.24,0.208
59114435,,0,-27.92,0.257
59114461,35,1,152.8,0.402
59114529,,0,-114,0.353
59114533,,0,155.92,0.437
59114540,50,1,561.43,0.147
59114576,,0,-67.68,0.5
59114579,,0,-95.04,0.354
59114623,35,0,334.26,0.14
59114661,,0,35.44,0.472
59114722,,0,-82.32,0.364
59114760,,0,-78.56,0.521
59114769,35,1,132.96,0.311
59114831,,0,-29.84,0.45
59114841,75,1,691.93,0.594
59114856,,0,82.96,0.263
59114911,,0,-115.44,0.213
59114912,35,1,258.8,0.263
59114942,,0,-70.24,0.269
59114986,35,1,268.2,0.36
59115037,,0,-56.24,0.326
59115036,,0,14.16,0.355
59115075,,0,6.24,0.386
59115106,,0,-130.72,0.456
59115121,,0,92.8,0.19
59115139,,0,-118.16,0.318
59115141,,0,27.2,0.321
59115131,75,1,702.42,0.557
59115206,,0,65.36,0.379
59115201,35,0,272.77,0.366
59115204,35,1,200.8,0.312
59115217,,0,98.48,0.308
59115235,35,0,199.68,0.266
59115316,,0,-54.08,0.504
59115331,,0,-17.28,0.256
59115385,35,1,242.4,0.292
59115402,50,1,374.43,0.35
59115496,50,1,396.19,0.315
59115573,,0,-76.4,0.36
59115617,,0,-39.92,0.46
59115667,,0,-49.84,0.568
59115658,35,1,112.64,0.304
59115729,,0,30.32,0.313
59115785,75,0,438.95,0.361
59115825,,0,7.44,0.271
59115837,35,0,257.76,0.259
59115873,75,1,418.64,0.326
59115881,75,1,437.01,0.267
59115898,,0,65.12,0.448
59116020,,0,-108.72,0.217
59116040,,0,-62.08,0.445
59116023,35,1,171.84,0.368
59116061,35,0,142.32,0.657
59116169,,0,-17.28,0.307
59116248,35,0,198.16,0.375
59116305,,0,93.68,0.327
59116306,,0,-92,0.489
59116300,35,1,283.05,0.186
59116310,50,1,411.62,0.265
59116328,,0,69.2,0.36
59116337,,0,32.08,0.324
59116350,,0,-115.2,0.363
59116363,35,1,293.07,0.291
59116372,,0,-75.52,0.484
59116392,,0,18.24,0.531
59116398,,0,-108.24,0.269
59116404,,0,-33.04,0.289
59116410,,0,29.84,0.412
59116435,,0,-73.92,0.61
59116444,35,1,192.08,0.297
59116507,35,1,163.92,0.248
59116508,35,1,266.16,0.262
59116519,,0,-25.44,0.266
59116605,,0,-30.24,0.413
59116648,,0,-123.28,0.376
59116674,35,1,98.08,0.39
59116693,,0,86.4,0.344
59116714,35,0,459.18,0.354
59116734,,0,31.52,0.263
59116731,35,1,267.76,0.325
59116776,75,0,684.02,0.315
59116833,,0,49.44,0.228
59116866,,0,11.28,0.24
59116881,,0,108.8,0.243
59116925,,0,28.8,0.183
59116945,,0,-60.88,0.704
59116964,35,1,260.8,0.355
59116993,35,1,277.09,0.315
59116998,,0,-70.48,0.219
59117046,35,1,116.64,0.514
59117050,35,1,285.11,0.508
59117109,,0,-94.24,0.219
59117182,,0,229.04,0.267
59117186,,0,27.52,0.423
59117244,,0,-36.56,0.221
59117300,,0,110.96,0.11
59117367,,0,-100.48,0.292
59117400,35,1,92.32,0.414
59117422,,0,-98.72,0.139
59117420,35,1,156,0.279
59117471,,0,-6.96,0.497
59117464,35,1,353.16,0.253
59117486,,0,-88.8,0.395
59117623,,0,-37.92,0.27
59117633,,0,-104.8,0.533
59117645,,0,67.04,0.312
59117740,35,0,412.65,0.21
59117797,75,1,460.09,0.245
59117812,,0,-25.2,0.389
59117821,35,0,400.33,0.261
59117871,35,0,257.44,0.227
59117921,,0,-94.72,0.579
59117961,35,1,283.29,0.234
59118080,75,1,547.76,0.196
59118090,35,1,306.65,0.164
59118127,,0,0.08,0.476
59118141,,0,-106,0.313
59118152,,0,-118.64,0.451
59118156,,0,-124.08,0.366
59118170,3,1,340.58,0.19
59118200,,0,-22,0.334
59118254,75,1,523.34,0.285
59118262,75,1,483.15,0.386
59118342,,0,-40.96,0.322
59118344,,0,38,0.318
59118436,,0,-90,0.563
59118440,50,1,433.92,0.263
59118486,35,1,257.44,0.412
59118485,75,1,439.01,0.295
59118512,,0,-103.44,0.199
59118526,,0,-26.24,0.313
59118555,50,1,442.94,0.249
59118621,,0,78.96,0.385
59118629,35,1,125.44,0.306
59118644,35,1,189.84,0.28
59118663,75,1,605.76,0.222
59118729,35,0,321.81,0.293
59118750,,0,74.16,0.324
59118839,,0,-122.56,0.35
59118837,35,1,105.76,0.338
59118853,,0,-36.16,0.291
59118865,,0,-14.64,0.391
59118914,,0,92.56,0.277
59118976,35,1,50.96,0.569
59119012,,0,50.8,0.281
59119106,35,1,367.03,0.26
59119327,35,0,307.43,0.349
59119345,,0,38.32,0.255
59119340,35,0,127.68,0.495
59119377,,0,0.64,0.361
59119389,35,1,342.97,0.229
59119404,,0,64.64,0.402
59119435,,0,-22.4,0.226
59119452,,0,-86.16,0.539
59119517,,0,-68.96,0.294
59119521,75,1,820,0.295
59119623,,0,-41.68,0.177
59119615,75,1,492.94,0.755
59119693,,0,75.36,0.41
59119709,,0,43.44,0.203
59119721,35,1,147.44,0.297
59119725,35,1,123.6,0.443
59119779,3,0,208,0.17
59119857,,0,-36.08,0.539
59119866,3,0,281.78,0.23
59119941,35,1,248.32,0.685
59119967,35,1,425.06,0.183
59120041,35,1,124,0.408
59120069,35,1,275.97,0.374
59120115,,0,-53.68,0.231
59120175,,0,70.72,0.314
59120215,,0,-107.04,0.362
59120213,35,1,205.36,0.495
59120236,,0,22.4,0.444
59120251,,0,-58.64,0.337
59120259,,0,-38.48,0.401
59120269,35,1,60.64,0.683
59120285,,0,4.88,0.229
59120292,,0,-93.76,0.243
59120325,75,1,452.19,0.556
59120382,,0,6.8,0.553
59120402,,0,28.96,0.457
59120401,,0,9.44,0.236
59120416,35,1,325.78,0.28
59120439,,0,60,0.412
59120449,75,1,428.18,0.376
59120493,,0,-3.28,0.303
59120517,,0,-76.16,0.271
59120523,35,0,340.35,0.188
59120536,,0,-86.32,0.189
59120558,75,1,398.86,0.597
59120591,,0,-107.2,0.367
59120726,,0,-1.68,0.542
59120732,75,1,644.86,0.128
59120746,,0,-23.84,0.35
59120757,,0,55.2,0.167
59120779,,0,-114.96,0.303
59120801,,0,-119.36,0.515
59120804,,0,-118.16,0.35
59120819,,0,64.16,0.321
59120874,35,1,102.48,0.358
59120892,35,1,326.77,0.202
59120905,,0,77.44,0.355
59120926,35,1,224.16,0.341
59120932,,0,23.84,0.218
59120950,,0,-127.2,0.527
59120937,35,0,401.03,0.267
59121048,35,1,347.45,0.214
59121074,,0,-66.32,0.644
59121084,35,1,398.86,0.189
59121120,,0,-97.92,0.309
59121112,35,1,170.88,0.465
59121187,,0,-52.4,0.241
59121229,,0,86.64,0.147
59121299,,0,-116.72,0.417
59121311,,0,-106.48,0.327
59121310,75,1,632.5,0.286
59121319,,0,-38,0.263
59121323,,0,59.52,0.423
59121345,,0,95.12,0.263
59121343,75,1,393.43,0.462
59121350,,0,94.24,0.323
59121407,,0,57.76,0.336
59121417,,0,74.24,0.343
59121422,,0,-83.04,0.213
59121455,,0,-124,0.408
59121495,,0,-110.64,0.224
59121551,,0,-75.04,0.261
59121583,75,1,696.89,0.114
59121627,,0,166.24,0.223
59121641,,0,53.52,0.306
59121645,,0,80.8,0.23
59121648,,0,1.6,0.404
59121649,,0,-25.92,0.443
59121658,,0,-74.8,0.545
59121668,,0,-116.32,0.358
59121727,35,1,83.04,0.52
59121747,35,1,397.03,0.284
59121786,,0,-56.24,0.475
59121819,35,1,362.72,0.086
59121871,75,1,392.16,0.504
59121953,,0,-78,0.439
59121955,,0,-116,0.466
59121970,35,1,197.6,0.339
59121994,,0,85.92,0.185
59122010,35,1,138.64,0.436
59122057,,0,139.12,0.216
59122066,,0,-70.24,0.397
59122090,35,1,196.16,0.465
59122168,,0,-23.76,0.403
59122174,35,1,220.88,0.298
59122206,35,1,297.31,0.237
59122262,,0,-67.2,0.353
59122284,,0,37.68,0.204
59122289,,0,-112.88,0.256
59122290,,0,-60.24,0.269
59122301,,0,7.76,0.524
59122307,35,0,142.8,0.294
59122332,,0,-0.72,0.415
59122346,,0,101.76,0.321
59122354,,0,14.64,0.482
59122400,75,0,668.87,0.304
59122411,,0,49.04,0.253
59122443,35,1,230.32,0.336
59122506,75,1,734.85,0.15
59122638,,0,-7.04,0.292
59122717,,0,-129.6,0.561
59122745,,0,-46.72,0.207
59122790,75,1,562.09,0.237
59122819,,0,-124.48,0.286
59122829,,0,-87.84,0.475
59122838,,0,-47.6,0.373
59122852,,0,28.96,0.387
59122935,75,1,663.13,0.39
59122945,,0,-10.24,0.42
59123001,75,1,487.85,0.354
59123015,,0,119.84,0.303
59123016,,0,-2.48,0.422
59123025,,0,-72.4,0.218
59123029,35,1,168.4,0.43
59123053,,0,-129.12,0.414
59123077,35,1,117.28,0.422
59123085,,0,-1.44,0.211
59123095,,0,138.4,0.215
59123175,35,1,202.16,0.365
59123185,,0,-102.48,0.334
59123203,35,1,337.73,0.339
59123278,,0,147.6,0.237
59123281,75,1,426.28,0.363
59123308,,0,21.2,0.389
59123355,,0,44.24,0.315
59123363,,0,29.68,0.407
59123390,35,0,83.84,0.482
59123409,35,1,162.48,0.435
59123419,,0,-72.32,0.417
59123456,,0,256.4,0.299
59123450,35,1,197.84,0.369
59123499,35,1,352.42,0.271
59123508,35,0,312.76,0.252
59123520,,0,17.76,0.503
59123576,75,1,731.36,0.395
59123604,,0,3.04,0.238
59123618,,0,30.64,0.24
59123729,,0,-10.96,0.477
59123745,,0,0.56,0.417
59123796,,0,-126.08,0.634
59123815,35,0,404.67,0.227
59123818,35,1,153.28,0.231
59123829,,0,-2.88,0.356
59123852,,0,23.92,0.507
59123926,,0,123.76,0.265
59123959,,0,19.6,0.284
59123960,,0,-85.44,0.489
59123976,,0,-80.96,0.324
59123998,35,0,418.09,0.099
59124001,35,1,159.6,0.332
59124004,35,0,134.8,0.486
59124046,,0,-44.24,0.574
59124050,,0,-106.24,0.442
59124086,,0,32.16,0.611
59124089,,0,31.36,0.388
59124088,,0,11.92,0.284
59124099,,0,3.92,0.285
59124111,,0,-62.96,0.249
59124115,,0,19.76,0.512
59124149,,0,114.24,0.258
59124158,50,0,457.1,0.217
59124203,,0,28.72,0.56
59124220,75,1,524.64,0.284
59124239,,0,-98,0.382
59124254,,0,112.8,0.198
59124261,75,1,568.32,0.205
59124283,,0,-18.64,0.225
59124309,,0,63.44,0.205
59124319,,0,-107.12,0.217
59124379,,0,-58.8,0.247
59124383,,0,-130.88,0.519
59124408,,0,0.08,0.248
59124429,,0,-21.84,0.577
59124433,,0,26.4,0.238
59124434,,0,-126.8,0.329
59124511,75,1,557.45,0.249
59124536,75,1,803.14,0.441
59124585,,0,8.24,0.311
59124659,,0,-94.72,0.284
59124652,35,1,195.68,0.31
59124670,,0,-55.12,0.508
59124676,35,1,171.84,0.565
59124698,,0,-38.4,0.304
59124690,35,1,330.56,0.248
59124729,,0,-45.76,0.326
59124767,35,1,341.63,0.3
59124785,,0,-15.44,0.606
59124828,75,1,738.2,0.15
59124927,35,0,300.51,0.275
59124968,35,1,273.41,0.351
59124991,75,1,635.77,0.545
59125001,,0,38.56,0.304
59125003,,0,-125.6,0.2
59125044,,0,9.12,0.27
59125061,75,1,404.46,0.403
59125096,,0,8.48,0.292
59125101,,0,66.64,0.455
59125119,,0,60.08,0.286
59125157,35,1,293.23,0.412
59125209,75,1,515.51,0.24
59125241,35,1,260.24,0.454
59125338,,0,23.04,0.548
59125412,,0,-90.4,0.323
59125442,,0,110.32,0.223
59125437,35,1,276.61,0.119
59125486,,0,-118.56,0.216
59125544,35,1,322.65,0.317
59125565,50,0,447.19,0.244
59125571,35,0,258.88,0.364
59125585,75,1,603.7,0.243
59125619,35,1,271.57,0.512
59125656,35,1,154.8,0.476
59125681,,0,-55.76,0.371
59125691,,0,83.2,0.328
59125739,,0,49.28,0.278
59125747,75,1,579.44,0.381
59125769,,0,28.72,0.434
59125783,35,1,467.46,0.193
59125787,35,0,191.84,0.289
59125802,35,0,307.2,0.278
59125830,,0,24.4,0.371
59125838,75,1,396.54,0.358
59125865,,0,-75.6,0.511
59125877,,0,-1.6,0.298
59125911,,0,48.08,0.568
59125982,,0,-1.68,0.307
59125978,75,1,477.09,0.307
59126032,,0,-50.96,0.257
59126033,,0,21.52,0.477
59126044,75,1,516.7,0.21
59126057,,0,111.84,0.224
59126094,75,1,692.82,0.398
59126107,,0,-73.84,0.2
59126203,,0,-36.48,0.181
59126224,35,1,236.64,0.436
59126225,75,1,495.6,0.398
59126261,35,1,184.56,0.267
59126356,35,1,482.9,0.166
59126386,35,0,360.3,0.343
59126449,,0,45.68,0.299
59126482,75,1,654.03,0.286
59126522,75,1,366.59,0.49
59126537,,0,67.36,0.34
59126597,,0,-101.2,0.489
59126688,,0,-70.88,0.245
59126690,,0,83.84,0.298
59126700,75,1,522.99,0.39
59126712,,0,-124.72,0.402
59126732,,0,-50.8,0.254
59126912,,0,-61.84,0.646
59126911,75,1,446.33,0.529
59126973,75,1,465.07,0.43
59126993,75,1,517.6,0.474
59127005,,0,39.36,0.427
59127011,,0,49.04,0.273
59127087,,0,-12.16,0.489
59127141,75,1,680.52,0.458
59127175,,0,30.72,0.232
59127236,,0,-84.32,0.268
59127275,,0,-69.68,0.241
59127278,35,0,119.6,0.296
59127289,,0,-85.76,0.484
59127320,,0,84.96,0.28
59127332,75,0,555.34,0.422
59127346,75,1,646.26,0.543
59127360,35,1,122.08,0.562
59127392,35,1,98.48,0.497
59127403,,0,-29.28,0.515
59127412,,0,47.12,0.524
59127424,,0,-116.64,0.384
59127433,,0,-64.96,0.369
59127486,,0,-36.8,0.373
59127503,,0,-128.08,0.825
59127554,,0,-115.6,0.364
59127564,,0,-14.32,0.514
59127610,35,0,130.96,0.427
59127621,35,1,218.88,0.299
59127654,35,0,349.9,0.23
59127664,,0,-90.8,0.503
59127697,,0,-92.96,0.61
59127705,,0,-35.76,0.608
59127751,75,1,386.34,0.454
59127775,,0,-101.76,0.201
59127842,,0,-75.68,0.168
59127932,,0,103.92,0.201
59127925,35,1,243.6,0.318
59127978,,0,-69.84,0.323
59127984,,0,5.04,0.524
59128073,,0,29.04,0.385
59128129,,0,-75.6,0.433
59128221,75,1,398.79,0.353
59128223,75,1,514.79,0.312
59128232,,0,-8.48,0.507
59128244,,0,17.28,0.256
59128257,35,0,252.48,0.292
59128258,35,1,178.16,0.242
59128328,75,1,607.57,0.618
59128359,35,1,324.94,0.25
59128395,,0,-124.8,0.235
59128405,,0,-64.16,0.311
59128407,75,1,721.57,0.519
59128449,,0,61.76,0.404
59128468,,0,15.52,0.483
59128517,,0,76.72,0.371
59128699,35,1,260.4,0.213
59128750,35,1,213.84,0.218
59128796,35,1,160.96,0.324
59128864,,0,24.72,0.267
59128947,75,1,449.36,0.412
59128998,35,0,320.21,0.285
59129039,75,1,339.45,0.555
59129046,,0,-48.32,0.359
59129083,,0,37.52,0.211
59129120,,0,80.16,0.189
59129144,,0,39.84,0.348
59129166,,0,-111.52,0.267
59129192,,0,-46.08,0.259
59129324,35,1,189.68,0.481
59129340,,0,43.44,0.333
59129360,75,1,599.96,0.316
59129410,35,0,325.02,0.348
59129424,,0,-40.96,0.376
59129422,75,1,734.21,0.415
59129493,,0,102.64,0.263
59129545,35,0,158.64,0.336
59129618,35,1,103.36,0.438
59129703,,0,56.56,0.291
59129729,,0,-13.44,0.341
59129752,,0,-57.92,0.54
59129766,,0,-53.2,0.231
59129788,,0,-57.68,0.14
59129795,35,1,128.64,0.568
59129799,35,0,158.08,0.237
59129832,,0,-122.32,0.259
59129836,,0,-25.44,0.147
59129847,,0,33.2,0.346
59129841,35,1,236.4,0.29
59129853,,0,67.04,0.202
59129863,,0,-59.68,0.214
59129879,,0,-27.12,0.323
59129942,,0,-110.72,0.399
59129945,,0,-84,0.648
59129961,35,1,294.33,0.333
59129968,,0,-119.6,0.325
59130019,35,1,161.2,0.504
59130030,,0,-82.08,0.239
59130115,,0,-40.8,0.246
59130120,,0,-73.76,0.349
59130139,35,1,197.12,0.343
59130155,35,1,262.72,0.307
59130205,,0,-31.92,0.314
59130229,,0,-115.04,0.375
59130234,75,1,466.04,0.347
59130243,,0,-41.76,0.519
59130275,,0,-118.88,0.507
59130326,,0,-87.28,0.315
59130331,,0,-62.48,0.313
59130356,,0,-74.48,0.324
59130388,,0,9.2,0.216
59130392,35,0,366.52,0.209
59130501,75,1,554.95,0.363
59130530,,0,34,0.5
59130537,,0,-13.28,0.232
59130550,35,0,202.96,0.261
59130556,35,1,265.47,0.435
59130565,,0,-14.56,0.44
59130628,,0,-95.84,0.227
59130703,,0,-25.68,0.398
59130704,,0,92.72,0.258
59130705,,0,-67.6,0.563
59130724,,0,-38,0.292
59130757,,0,1.92,0.467
59130892,,0,-130.48,0.282
59130895,,0,-44.8,0.39
59130910,35,0,331.01,0.222
59130932,,0,-77.76,0.666
59130933,,0,64.16,0.371
59130940,35,1,290.09,0.546
59130959,,0,-86.88,0.442
59130999,35,1,382.48,0.265
59131011,,0,-116.72,0.406
59131032,,0,-5.28,0.219
59131027,75,1,415,0.413
59131053,35,1,225.84,0.263
59131082,75,1,542.65,0.302
59131115,,0,-80.08,0.326
59131173,,0,1.68,0.316
59131195,,0,147.68,0.188
59131256,,0,-99.04,0.301
59131270,,0,40.32,0.189
59131319,,0,-63.2,0.311
59131320,,0,-129.44,0.499
59131411,,0,-6.72,0.331
59131419,,0,64.72,0.318
59131489,,0,-113.68,0.429
59131539,,0,-118.16,0.275
59131563,,0,-26.88,0.372
59131567,,0,-119.76,0.233
59131589,35,1,145.76,0.35
59131740,,0,-44.8,0.282
59131746,,0,76.08,0.353
59131748,75,1,460.29,0.519
59131756,,0,-90.64,0.596
59131759,,0,-70.56,0.213
59131776,,0,-11.68,0.334
59131793,,0,-72.64,0.223
59131796,75,1,622.71,0.388
59131809,35,1,471.37,0.295
59131840,3,0,160.96,0.217
59131847,35,1,137.2,0.367
59131852,35,1,150.08,0.571
59131895,75,1,622.37,0.547
59132038,,0,-52.4,0.342
59132079,,0,-34.88,0.366
59132073,75,1,820,0.222
59132090,35,1,168.08,0.327
59132102,35,1,269.49,0.485
59132105,35,1,232.48,0.272
59132218,,0,-113.76,0.2
59132236,,0,-37.44,0.175
59132254,,0,-16.08,0.317
59132269,,0,-62.8,0.18
59132277,,0,-8.56,0.485
59132292,,0,50.16,0.349
59132310,75,1,542.43,0.343
59132333,,0,-43.2,0.23
59132355,,0,-0.88,0.273
59132358,,0,-23.92,0.29
59132352,35,1,213.6,0.684
59132421,,0,63.2,0.418
59132568,50,1,411.27,0.281
59132596,,0,12.72,0.507
59132656,,0,-21.36,0.309
59132674,,0,-43.04,0.517
59132689,,0,-48.24,0.295
59132735,,0,-96,0.255
59132937,,0,-35.2,0.644
59132939,,0,-113.28,0.248
59132941,75,1,465.98,0.605
59132942,35,0,81.52,0.505
59132999,,0,-32.08,0.246
59133010,,0,91.84,0.196
59133024,,0,-44.24,0.501
59133011,35,0,210.24,0.196
59133096,75,0,419.32,0.313
59133094,35,1,97.44,0.368
59133149,,0,39.52,0.481
59133164,,0,-102.8,0.435
59133175,,0,64.96,0.236
59133216,35,1,462.36,0.196
59133244,,0,16.24,0.353
59133260,,0,111.28,0.292
59133255,35,1,268.84,0.217
59133322,35,0,130.4,0.318
59133338,,0,104.32,0.262
59133353,35,1,168.24,0.484
59133364,,0,16.64,0.219
59133464,35,1,363.09,0.258
59133547,,0,-106.8,0.209
59133641,35,1,161.6,0.259
59133711,,0,143.44,0.196
59133714,,0,-99.84,0.285
59133751,,0,57.12,0.32
59133759,,0,-128.72,0.16
59133780,35,0,447.38,0.143
59133814,,0,-101.36,0.424
59133830,,0,-127.76,0.229
59133857,,0,-123.2,0.363
59133867,,0,17.2,0.34
59133916,,0,24.96,0.689
59133915,35,1,145.12,0.496
59133921,,0,80.88,0.208
59134040,35,1,213.84,0.296
59134132,35,1,322.88,0.351
59134216,,0,-78.08,0.175
59134277,,0,-119.04,0.329
59134316,,0,-81.36,0.502
59134327,,0,-131.2,0.335
59134349,,0,-41.44,0.283
59134422,,0,-96.88,0.301
59134503,,0,-57.2,0.529
59134529,,0,-127.76,0.549
59134544,75,1,621.46,0.226
59134640,75,1,411.75,0.473
59134780,35,1,68.56,0.49
59134820,,0,-44.96,0.444
59134983,,0,-79.12,0.421
59134991,35,0,271.89,0.259
59135025,,0,-125.28,0.278
59135180,75,1,659.68,0.608
59135174,75,1,807.75,0.17
59135197,,0,-4.24,0.311
59135202,35,0,283.05,0.327
59182141,,0,-112.16,0.546
59182210,,0,45.36,0.343
59182215,,0,105.28,0.253
59182201,3,0,322.5,0.192
59182368,35,1,172,0.264
59182385,,0,67.52,0.299
59182504,,0,-13.68,0.35
59182520,35,1,159.28,0.439
59182548,35,1,452.59,0.193
59182604,,0,52.08,0.336
59182593,35,1,211.28,0.3
59182608,35,1,251.2,0.2
59182663,,0,-71.76,0.241
59182710,,0,66.08,0.427
59182735,,0,77.52,0.356
59182758,35,1,326.61,0.299
59182781,35,1,144.4,0.275
59182886,,0,91.12,0.283
59183061,,0,108.72,0.303
59183126,35,1,189.28,0.641
59183133,35,0,299.34,0.117
59183144,35,1,344.99,0.254
59183252,,0,-80.24,0.408
59183309,3,0,267.56,0.132
59183344,,0,-96.24,0.325
59183361,,0,-1.6,0.396
59183365,,0,157.68,0.181
59183421,,0,124.4,0.235
59183552,,0,-33.84,0.375
59183571,35,1,193.76,0.21
59183587,,0,-120.72,0.311
59183720,35,1,402.64,0.232
59183756,,0,-88.4,0.284
59183801,,0,-125.84,0.561
59183860,75,1,742.61,0.58
59183858,35,1,244.4,0.484
59183861,75,0,407.52,0.569
59183899,,0,86.08,0.268
59183942,35,1,328.82,0.179
59183983,,0,149.2,0.231
59184064,,0,-27.6,0.213
59184100,,0,-15.12,0.283
59184128,,0,21.44,0.426
59184126,,0,-112.4,0.407
59184149,,0,143.68,0.215
59184196,,0,-63.84,0.27
59184215,35,0,75.36,0.509
59184257,35,1,94.56,0.583
59184344,,0,112.48,0.212
59184360,,0,-102.64,0.257
59184377,,0,-26.96,0.245
59184380,,0,47.52,0.516
59184464,,0,78.48,0.216
59184557,,0,70.16,0.331
59184562,,0,158.56,0.325
59184607,75,1,820,0.393
59184778,3,0,191.36,0.158
59185041,75,1,483.4,0.446
59185144,50,0,489.72,0.203
59185309,,0,80.64,0.303
59185376,,0,-43.36,0.351
59185366,35,1,507.75,0.126
59185396,,0,63.44,0.185
59185487,35,1,190.48,0.353
59185521,,0,70.72,0.213
59185633,,0,-91.36,0.321
59185649,,0,-118.48,0.274
59185671,,0,-24.64,0.367
59185681,,0,11.52,0.249
59185682,,0,76.96,0.241
59185665,75,1,526.52,0.497
59185694,35,1,227.12,0.793
59185735,,0,96.72,0.27
59185794,,0,-112,0.362
59185811,,0,102.72,0.252
59186006,,0,104.4,0.297
59186063,35,0,221.04,0.24
59186086,,0,44.64,0.282
59186146,35,1,132.64,0.369
59186208,,0,8,0.466
59186381,,0,48.88,0.491
59186467,,0,-32.72,0.24
59186603,35,1,335.54,0.353
59186624,,0,259.76,0.183
59186656,35,1,269.17,0.574
59186673,75,1,439.55,0.267
59186749,,0,30.88,0.368
59186774,35,0,269.57,0.268
59186970,,0,62.56,0.243
59186971,,0,15.6,0.631
59187045,,0,-57.92,0.537
59187077,35,0,99.92,0.404
59187110,,0,-129.36,0.411
59187188,,0,-24.8,0.236
59187318,,0,-53.6,0.438
59187305,75,1,737.14,0.242
59187364,,0,-32.32,0.493
59187375,35,0,149.68,0.261
59187398,35,0,144,0.321
59187448,,0,-57.76,0.284
59187478,,0,115.12,0.21
59187487,35,1,195.68,0.519
59187630,,0,91.6,0.125
59187716,,0,-108.32,0.294
59187940,35,1,128.08,0.377
59187958,35,1,159.36,0.433
59188024,35,0,153.84,0.273
59188082,,0,-17.28,0.441
59188142,,0,56.24,0.274
59188259,,0,18.24,0.224
59188283,,0,-95.76,0.611
59188298,35,0,229.92,0.234
59188437,,0,89.84,0.22
59188439,75,1,487.85,0.227
59188540,,0,-72.4,0.241
59188598,,0,-122.16,0.511
59188665,35,1,302.22,0.214
59188711,,0,-108.64,0.293
59188752,35,1,243.04,0.368
59188800,,0,69.44,0.302
59188815,,0,-80.88,0.239
59188817,35,1,298.01,0.293
59188840,,0,12.8,0.139
59188892,,0,84.32,0.176
59188881,75,1,633.81,0.221
59188901,,0,-46.96,0.317
59188929,,0,-99.84,0.832
59188946,35,0,215.6,0.515
59189029,,0,52.24,0.271
59189043,35,1,222.24,0.392
59189167,,0,12.88,0.256
59189178,,0,12.56,0.267
59189243,,0,16.08,0.434
59189331,,0,88.4,0.266
59189377,,0,75.2,0.284
59189610,35,1,292.37,0.12
59189641,35,1,211.04,0.513
59189670,,0,-66.16,0.423
59189698,75,1,472.13,0.397
59189732,35,1,168,0.638
59189733,35,0,268.12,0.479
59189867,75,1,441.68,0.392
59189949,,0,58.16,0.389
59189968,,0,-114.72,0.437
59190312,,0,192.64,0.233
59190317,,0,-11.28,0.21
